time,open,high,low,close,tick_volume
2020-08-18 07:00:00,1990.74,1994.23,1989.28,1990.98,2080
2020-08-18 08:00:00,1990.99,1999.17,1990.42,1997.72,3487
2020-08-18 09:00:00,1997.74,2007.27,1994.62,2003.76,4597
2020-08-18 10:00:00,2003.51,2009.8,1997.03,2005.2,4814
2020-08-18 11:00:00,2005.18,2008.89,2004.31,2006.54,3792
2020-08-18 12:00:00,2006.5,2009.54,2005.92,2007.09,3230
2020-08-18 13:00:00,2007.06,2008.89,2003.76,2007.67,3312
2020-08-18 14:00:00,2007.58,2007.94,2001.2,2006.95,3822
2020-08-18 15:00:00,2006.95,2014.69,2005.21,2013.12,4914
2020-08-18 16:00:00,2013.43,2015.4,2004.21,2004.83,5711
2020-08-18 17:00:00,2004.42,2008.19,1975.79,1992.34,6585
2020-08-18 18:00:00,1992.45,2005.32,1991.19,2002.17,5876
2020-08-18 19:00:00,2002.15,2009.98,2000.82,2006.69,5232
2020-08-18 20:00:00,2006.63,2007.49,2000.86,2005.63,5239
2020-08-18 21:00:00,2005.69,2007.64,2002.39,2003.92,3759
2020-08-18 22:00:00,2003.93,2006.81,1999.3,2003.6,3995
2020-08-18 23:00:00,2003.42,2004.56,1999.71,2002.14,1627
2020-08-19 01:00:00,2001.56,2006.32,2000.13,2005.95,1374
2020-08-19 02:00:00,2006.0,2006.0,2003.16,2005.13,1888
2020-08-19 03:00:00,2005.13,2005.85,1993.33,2000.33,3319
2020-08-19 04:00:00,2000.31,2004.59,1994.96,1996.27,4616
2020-08-19 05:00:00,1996.35,1997.42,1989.61,1994.7,4232
2020-08-19 06:00:00,1994.7,1997.28,1991.91,1993.9,3025
2020-08-19 07:00:00,1993.9,1993.98,1990.53,1993.68,2547
2020-08-19 08:00:00,1993.68,1994.08,1984.0,1987.03,3359
2020-08-19 09:00:00,1987.1,1994.33,1985.6,1986.49,4484
2020-08-19 10:00:00,1986.41,1990.37,1980.15,1987.77,4653
2020-08-19 11:00:00,1987.78,1998.05,1984.51,1995.16,3812
2020-08-19 12:00:00,1995.09,1996.75,1985.26,1986.74,3643
2020-08-19 13:00:00,1986.66,1990.73,1986.4,1987.43,3590
2020-08-19 14:00:00,1987.47,1988.16,1981.09,1985.98,4258
2020-08-19 15:00:00,1985.77,1993.22,1983.15,1991.9,5334
2020-08-19 16:00:00,1991.87,1995.32,1982.4,1984.9,6370
2020-08-19 17:00:00,1985.13,1990.01,1961.25,1964.4,6427
2020-08-19 18:00:00,1964.57,1968.57,1953.67,1962.98,6375
2020-08-19 19:00:00,1962.98,1967.29,1958.38,1963.61,5625
2020-08-19 20:00:00,1963.55,1968.18,1959.17,1965.81,5366
2020-08-19 21:00:00,1965.78,1974.25,1934.55,1946.24,6541
2020-08-19 22:00:00,1946.06,1948.17,1935.72,1940.25,5561
2020-08-19 23:00:00,1940.26,1941.24,1924.61,1927.61,3409
2020-08-20 01:00:00,1927.2,1939.94,1924.75,1939.34,2645
2020-08-20 02:00:00,1939.33,1939.33,1925.81,1927.72,2478
2020-08-20 03:00:00,1927.57,1942.91,1924.76,1942.69,3757
2020-08-20 04:00:00,1942.77,1946.23,1933.31,1941.7,5182
2020-08-20 05:00:00,1941.73,1948.13,1937.92,1946.41,3314
2020-08-20 06:00:00,1946.41,1952.21,1944.73,1949.49,3827
2020-08-20 07:00:00,1949.44,1955.18,1945.59,1947.55,3272
2020-08-20 08:00:00,1947.61,1948.19,1940.52,1943.17,3835
2020-08-20 09:00:00,1943.39,1950.62,1938.49,1942.03,4610
2020-08-20 10:00:00,1941.77,1946.91,1932.71,1934.28,4467
2020-08-20 11:00:00,1934.11,1936.15,1927.03,1935.06,4864
2020-08-20 12:00:00,1934.98,1936.38,1926.92,1930.74,4093
2020-08-20 13:00:00,1930.75,1932.27,1924.56,1931.07,4162
2020-08-20 14:00:00,1931.09,1942.61,1928.42,1937.61,4661
2020-08-20 15:00:00,1937.44,1947.33,1930.38,1933.94,5493
2020-08-20 16:00:00,1934.1,1936.01,1926.12,1931.57,6399
2020-08-20 17:00:00,1931.75,1947.27,1927.29,1944.52,6454
2020-08-20 18:00:00,1944.47,1951.42,1938.56,1946.34,5979
2020-08-20 19:00:00,1946.41,1948.97,1941.78,1943.86,4917
2020-08-20 20:00:00,1943.91,1946.59,1937.12,1940.03,4586
2020-08-20 21:00:00,1939.94,1950.17,1937.43,1949.25,4842
2020-08-20 22:00:00,1949.22,1954.89,1947.47,1952.42,4729
2020-08-20 23:00:00,1952.87,1953.2,1944.98,1946.25,1544
2020-08-21 01:00:00,1946.4,1950.11,1942.87,1948.56,1462
2020-08-21 02:00:00,1948.56,1953.34,1948.06,1952.76,1497
2020-08-21 03:00:00,1952.66,1955.77,1949.93,1950.78,2667
2020-08-21 04:00:00,1950.71,1951.8,1940.45,1945.41,4485
2020-08-21 05:00:00,1945.46,1948.54,1944.86,1946.64,2700
2020-08-21 06:00:00,1946.69,1950.41,1946.43,1949.73,1993
2020-08-21 07:00:00,1949.71,1951.45,1946.17,1947.66,1993
2020-08-21 08:00:00,1947.66,1949.86,1945.5,1947.33,2420
2020-08-21 09:00:00,1947.44,1949.45,1941.16,1948.6,4116
2020-08-21 10:00:00,1948.41,1949.13,1933.62,1941.0,5014
2020-08-21 11:00:00,1941.06,1941.07,1928.21,1934.56,4930
2020-08-21 12:00:00,1934.54,1935.48,1930.8,1935.41,4001
2020-08-21 13:00:00,1935.41,1937.32,1928.99,1934.51,4019
2020-08-21 14:00:00,1934.63,1934.63,1914.87,1916.17,4745
2020-08-21 15:00:00,1915.98,1940.91,1911.21,1938.47,6265
2020-08-21 16:00:00,1938.42,1940.52,1926.26,1930.41,6436
2020-08-21 17:00:00,1930.32,1945.44,1921.53,1944.67,6243
2020-08-21 18:00:00,1944.47,1945.6,1935.57,1939.09,5496
2020-08-21 19:00:00,1939.11,1939.11,1931.89,1936.73,5154
2020-08-21 20:00:00,1936.62,1941.97,1935.39,1938.78,4708
2020-08-21 21:00:00,1938.69,1940.26,1935.91,1940.21,4652
2020-08-21 22:00:00,1940.31,1940.52,1936.5,1938.04,3963
2020-08-21 23:00:00,1937.97,1939.16,1936.42,1938.92,1454
2020-08-24 01:00:00,1939.3,1940.5,1929.81,1937.04,2407
2020-08-24 02:00:00,1937.05,1937.74,1934.22,1935.01,1506
2020-08-24 03:00:00,1934.86,1936.46,1930.78,1934.62,2669
2020-08-24 04:00:00,1934.62,1935.61,1930.12,1934.58,3754
2020-08-24 05:00:00,1934.57,1936.68,1931.27,1935.33,3035
2020-08-24 06:00:00,1935.33,1935.99,1931.16,1931.71,2153
2020-08-24 07:00:00,1931.6,1934.03,1930.46,1933.29,1915
2020-08-24 08:00:00,1933.29,1934.75,1931.22,1933.37,1920
2020-08-24 09:00:00,1933.28,1937.76,1930.95,1934.68,3533
2020-08-24 10:00:00,1934.7,1949.36,1933.65,1944.35,4887
2020-08-24 11:00:00,1944.33,1950.49,1944.18,1946.27,3830
2020-08-24 12:00:00,1946.26,1949.04,1944.05,1947.4,3550
2020-08-24 13:00:00,1947.4,1950.77,1946.02,1949.94,2527
2020-08-24 14:00:00,1949.93,1950.6,1947.89,1949.97,2781
2020-08-24 15:00:00,1950.01,1961.6,1946.02,1949.0,5646
2020-08-24 16:00:00,1949.01,1952.11,1937.84,1937.96,6195
2020-08-24 17:00:00,1938.3,1946.04,1928.91,1930.47,6285
2020-08-24 18:00:00,1930.89,1934.61,1927.26,1930.05,5511
2020-08-24 19:00:00,1930.01,1934.22,1927.08,1931.34,4443
2020-08-24 20:00:00,1931.33,1933.8,1928.29,1928.93,4255
2020-08-24 21:00:00,1929.01,1930.66,1925.4,1927.73,3528
2020-08-24 22:00:00,1927.86,1928.36,1923.58,1927.0,3782
2020-08-24 23:00:00,1926.92,1928.65,1924.38,1928.37,1514
2020-08-25 01:00:00,1927.68,1931.01,1925.33,1928.67,1482
2020-08-25 02:00:00,1928.67,1930.58,1926.81,1929.55,1322
2020-08-25 03:00:00,1929.55,1931.68,1926.32,1929.85,2556
2020-08-25 04:00:00,1929.85,1934.8,1928.59,1934.25,3180
2020-08-25 05:00:00,1934.53,1936.09,1932.88,1934.55,2640
2020-08-25 06:00:00,1934.55,1937.33,1934.27,1935.98,1861
2020-08-25 07:00:00,1935.99,1937.13,1932.64,1933.1,1717
2020-08-25 08:00:00,1933.1,1934.27,1929.17,1930.87,3086
2020-08-25 09:00:00,1930.83,1933.39,1929.71,1930.3,3417
2020-08-25 10:00:00,1930.3,1935.77,1929.83,1934.84,3635
2020-08-25 11:00:00,1934.85,1935.41,1924.71,1925.42,4304
2020-08-25 12:00:00,1925.4,1927.5,1921.15,1923.3,3427
2020-08-25 13:00:00,1923.38,1929.54,1922.15,1924.25,3557
2020-08-25 14:00:00,1924.2,1931.61,1924.06,1925.37,3846
2020-08-25 15:00:00,1925.4,1928.53,1919.75,1925.81,5471
2020-08-25 16:00:00,1925.77,1930.77,1921.66,1923.25,5932
2020-08-25 17:00:00,1923.25,1925.12,1915.03,1917.87,6139
2020-08-25 18:00:00,1917.84,1921.01,1914.1,1919.22,5536
2020-08-25 19:00:00,1919.31,1921.67,1914.38,1916.01,4618
2020-08-25 20:00:00,1916.01,1921.58,1914.85,1921.32,3916
2020-08-25 21:00:00,1921.34,1928.56,1919.59,1928.5,3803
2020-08-25 22:00:00,1928.41,1929.26,1926.08,1929.23,3947
2020-08-25 23:00:00,1929.08,1929.39,1926.25,1926.79,1089
2020-08-26 01:00:00,1929.74,1930.8,1924.73,1928.06,1686
2020-08-26 02:00:00,1928.11,1930.17,1927.57,1929.53,1292
2020-08-26 03:00:00,1929.53,1930.12,1925.54,1926.27,2371
2020-08-26 04:00:00,1926.28,1929.82,1923.84,1928.99,3232
2020-08-26 05:00:00,1928.99,1931.33,1927.89,1928.99,2423
2020-08-26 06:00:00,1928.94,1929.13,1925.24,1925.31,1819
2020-08-26 07:00:00,1925.31,1927.61,1922.44,1923.16,1723
2020-08-26 08:00:00,1923.17,1924.87,1917.73,1918.67,3403
2020-08-26 09:00:00,1918.67,1920.94,1915.22,1917.17,3649
2020-08-26 10:00:00,1917.15,1920.47,1913.64,1917.19,4195
2020-08-26 11:00:00,1917.17,1923.94,1916.25,1923.01,3847
2020-08-26 12:00:00,1922.93,1923.69,1917.16,1919.66,3248
2020-08-26 13:00:00,1919.69,1920.22,1917.55,1918.57,2484
2020-08-26 14:00:00,1918.56,1920.12,1913.97,1917.76,3679
2020-08-26 15:00:00,1917.71,1918.67,1902.65,1911.48,5369
2020-08-26 16:00:00,1911.46,1935.88,1910.16,1934.95,6120
2020-08-26 17:00:00,1934.26,1943.75,1927.2,1938.3,6146
2020-08-26 18:00:00,1938.2,1946.07,1937.0,1940.16,5686
2020-08-26 19:00:00,1940.24,1945.98,1939.95,1943.22,4499
2020-08-26 20:00:00,1943.24,1949.69,1943.24,1946.25,4374
2020-08-26 21:00:00,1946.23,1949.53,1944.52,1946.18,4039
2020-08-26 22:00:00,1946.18,1954.1,1945.0,1952.12,4012
2020-08-26 23:00:00,1952.02,1954.6,1951.31,1953.08,1757
2020-08-27 01:00:00,1954.3,1954.3,1950.03,1953.07,1714
2020-08-27 02:00:00,1953.1,1953.9,1949.97,1953.29,1752
2020-08-27 03:00:00,1953.28,1953.75,1947.58,1950.0,2536
2020-08-27 04:00:00,1949.99,1950.06,1942.29,1943.82,3876
2020-08-27 05:00:00,1943.82,1945.3,1938.17,1941.01,3380
2020-08-27 06:00:00,1941.02,1943.7,1940.46,1942.5,2649
2020-08-27 07:00:00,1942.52,1944.24,1940.03,1943.32,2270
2020-08-27 08:00:00,1943.32,1945.1,1939.13,1939.7,2630
2020-08-27 09:00:00,1939.66,1944.21,1936.74,1941.66,3439
2020-08-27 10:00:00,1941.59,1948.54,1938.33,1946.16,3782
2020-08-27 11:00:00,1946.25,1946.51,1941.85,1942.35,3146
2020-08-27 12:00:00,1942.34,1943.31,1938.96,1941.98,2979
2020-08-27 13:00:00,1942.05,1943.85,1938.55,1939.96,2651
2020-08-27 14:00:00,1940.0,1943.49,1937.19,1940.7,3385
2020-08-27 15:00:00,1940.67,1943.73,1932.15,1939.66,5015
2020-08-27 16:00:00,1939.43,1976.32,1931.62,1940.93,6749
2020-08-27 17:00:00,1940.84,1940.84,1909.77,1919.65,6652
2020-08-27 18:00:00,1919.57,1932.07,1916.47,1928.63,6335
2020-08-27 19:00:00,1928.55,1931.42,1919.37,1920.51,5799
2020-08-27 20:00:00,1920.49,1931.9,1919.02,1930.66,5105
2020-08-27 21:00:00,1930.66,1935.0,1928.14,1930.14,4021
2020-08-27 22:00:00,1930.06,1933.71,1927.25,1929.65,3508
2020-08-27 23:00:00,1929.66,1931.14,1927.06,1928.1,1216
2020-08-28 01:00:00,1927.72,1931.2,1926.92,1927.18,1227
2020-08-28 02:00:00,1927.19,1929.81,1926.36,1927.84,1383
2020-08-28 03:00:00,1927.84,1929.9,1923.06,1929.3,2701
2020-08-28 04:00:00,1929.12,1936.45,1928.65,1935.55,3407
2020-08-28 05:00:00,1935.44,1937.94,1932.86,1935.59,3005
2020-08-28 06:00:00,1935.58,1940.96,1935.4,1940.63,2574
2020-08-28 07:00:00,1940.63,1942.89,1938.8,1942.51,2500
2020-08-28 08:00:00,1942.47,1945.28,1940.05,1941.01,4141
2020-08-28 09:00:00,1941.04,1948.6,1939.96,1944.84,4184
2020-08-28 10:00:00,1944.77,1951.94,1942.2,1948.07,4668
2020-08-28 11:00:00,1948.09,1958.41,1945.78,1955.71,4365
2020-08-28 12:00:00,1955.71,1959.86,1952.96,1955.79,4600
2020-08-28 13:00:00,1955.86,1958.94,1947.97,1957.8,4006
2020-08-28 14:00:00,1957.66,1964.12,1956.41,1962.15,3953
2020-08-28 15:00:00,1962.17,1964.6,1952.29,1955.19,5477
2020-08-28 16:00:00,1955.25,1960.79,1950.78,1959.15,6068
2020-08-28 17:00:00,1958.79,1964.12,1952.63,1961.45,6080
2020-08-28 18:00:00,1961.51,1972.65,1959.48,1968.36,5593
2020-08-28 19:00:00,1968.06,1973.69,1967.71,1969.44,4581
2020-08-28 20:00:00,1969.4,1970.16,1961.59,1962.81,4885
2020-08-28 21:00:00,1962.78,1967.01,1960.28,1966.9,4069
2020-08-28 22:00:00,1966.88,1967.3,1962.94,1963.14,3578
2020-08-28 23:00:00,1963.28,1965.04,1962.31,1964.11,1313
2020-08-31 01:00:00,1965.04,1975.08,1962.92,1972.93,3170
2020-08-31 02:00:00,1973.1,1976.31,1970.28,1972.95,2816
2020-08-31 03:00:00,1972.95,1976.29,1970.39,1972.74,3355
2020-08-31 04:00:00,1972.77,1972.99,1967.28,1971.87,3906
2020-08-31 05:00:00,1971.93,1972.39,1969.04,1970.68,2500
2020-08-31 06:00:00,1970.73,1971.14,1969.53,1970.1,1528
2020-08-31 07:00:00,1970.04,1971.49,1969.77,1970.25,1225
2020-08-31 08:00:00,1970.25,1970.35,1965.68,1969.35,2839
2020-08-31 09:00:00,1969.31,1969.64,1961.48,1965.13,3770
2020-08-31 10:00:00,1965.1,1965.18,1954.09,1958.31,4229
2020-08-31 11:00:00,1958.31,1960.57,1956.33,1959.74,3374
2020-08-31 12:00:00,1959.74,1966.31,1959.68,1964.61,3150
2020-08-31 13:00:00,1964.58,1967.21,1962.14,1966.24,2889
2020-08-31 14:00:00,1966.2,1968.83,1964.81,1965.71,3101
2020-08-31 15:00:00,1965.7,1968.46,1960.12,1967.43,4528
2020-08-31 16:00:00,1967.34,1972.1,1965.88,1968.83,5709
2020-08-31 17:00:00,1968.62,1973.85,1962.57,1962.76,6108
2020-08-31 18:00:00,1962.83,1970.63,1961.91,1968.82,4842
2020-08-31 19:00:00,1968.84,1974.99,1967.64,1971.52,4254
2020-08-31 20:00:00,1971.51,1973.33,1969.16,1972.31,3615
2020-08-31 21:00:00,1972.39,1972.52,1966.05,1970.9,4006
2020-08-31 22:00:00,1970.78,1971.9,1966.64,1967.67,3463
2020-08-31 23:00:00,1967.39,1969.21,1966.17,1968.1,1155
2020-09-01 01:00:00,1966.32,1968.87,1964.03,1965.85,1139
2020-09-01 02:00:00,1965.86,1968.8,1965.07,1967.71,1630
2020-09-01 03:00:00,1967.37,1970.44,1967.29,1967.98,2327
2020-09-01 04:00:00,1967.98,1977.57,1967.89,1976.26,3503
2020-09-01 05:00:00,1976.53,1987.93,1976.35,1987.69,4426
2020-09-01 06:00:00,1987.65,1989.37,1983.25,1983.94,3686
2020-09-01 07:00:00,1983.92,1987.72,1983.92,1986.14,2334
2020-09-01 08:00:00,1986.14,1989.7,1986.07,1987.74,2995
2020-09-01 09:00:00,1987.69,1988.75,1982.03,1988.37,4488
2020-09-01 10:00:00,1988.4,1992.28,1986.77,1991.91,4442
2020-09-01 11:00:00,1991.89,1991.89,1986.96,1989.07,3581
2020-09-01 12:00:00,1989.1,1989.55,1985.7,1987.79,2821
2020-09-01 13:00:00,1987.79,1990.21,1983.83,1989.71,2991
2020-09-01 14:00:00,1989.71,1990.21,1987.76,1989.05,3184
2020-09-01 15:00:00,1989.02,1991.6,1985.18,1988.95,4944
2020-09-01 16:00:00,1988.92,1991.02,1978.79,1983.01,5847
2020-09-01 17:00:00,1981.52,1981.68,1964.07,1976.95,6369
2020-09-01 18:00:00,1977.22,1979.28,1971.42,1973.07,5091
2020-09-01 19:00:00,1973.13,1976.56,1970.75,1974.77,4246
2020-09-01 20:00:00,1974.74,1974.8,1968.96,1970.43,4565
2020-09-01 21:00:00,1970.39,1971.67,1963.12,1965.72,4253
2020-09-01 22:00:00,1965.66,1970.62,1964.78,1970.04,3405
2020-09-01 23:00:00,1970.15,1970.82,1968.19,1970.58,1118
2020-09-02 01:00:00,1968.22,1972.06,1966.67,1971.25,1669
2020-09-02 02:00:00,1971.19,1972.86,1969.21,1972.47,1591
2020-09-02 03:00:00,1972.32,1973.12,1965.26,1966.86,2488
2020-09-02 04:00:00,1966.86,1968.85,1958.55,1963.02,4070
2020-09-02 05:00:00,1962.97,1967.42,1960.76,1964.74,2605
2020-09-02 06:00:00,1964.74,1965.04,1961.94,1964.72,1941
2020-09-02 07:00:00,1964.72,1966.76,1962.02,1962.93,2015
2020-09-02 08:00:00,1962.77,1965.07,1960.65,1964.21,2672
2020-09-02 09:00:00,1964.21,1966.55,1961.24,1965.5,3396
2020-09-02 10:00:00,1965.46,1967.4,1955.83,1961.68,4770
2020-09-02 11:00:00,1961.78,1967.43,1960.95,1965.17,3809
2020-09-02 12:00:00,1965.21,1971.73,1964.36,1970.11,3586
2020-09-02 13:00:00,1970.11,1970.74,1965.04,1965.27,2820
2020-09-02 14:00:00,1965.3,1967.21,1956.83,1958.96,4979
2020-09-02 15:00:00,1959.29,1968.73,1953.43,1964.68,5670
2020-09-02 16:00:00,1964.63,1965.35,1946.46,1948.86,6185
2020-09-02 17:00:00,1948.92,1952.59,1938.41,1943.1,6342
2020-09-02 18:00:00,1943.01,1944.25,1937.21,1943.92,5572
2020-09-02 19:00:00,1943.92,1943.92,1932.3,1936.07,5273
2020-09-02 20:00:00,1936.06,1942.15,1934.0,1938.26,4528
2020-09-02 21:00:00,1938.26,1941.78,1936.83,1941.18,3809
2020-09-02 22:00:00,1941.18,1945.68,1940.34,1943.57,3773
2020-09-02 23:00:00,1943.69,1944.43,1941.07,1942.93,1134
2020-09-03 01:00:00,1940.32,1942.09,1938.72,1941.52,1333
2020-09-03 02:00:00,1941.58,1945.56,1940.23,1944.64,1630
2020-09-03 03:00:00,1944.73,1946.0,1943.41,1944.26,1909
2020-09-03 04:00:00,1944.24,1947.99,1941.49,1947.83,3315
2020-09-03 05:00:00,1947.88,1950.93,1945.35,1946.46,3239
2020-09-03 06:00:00,1946.46,1947.09,1944.37,1945.62,2105
2020-09-03 07:00:00,1945.63,1946.41,1937.33,1937.36,2172
2020-09-03 08:00:00,1937.42,1940.77,1931.96,1932.36,3842
2020-09-03 09:00:00,1932.29,1937.06,1927.62,1929.84,4736
2020-09-03 10:00:00,1929.76,1938.58,1927.03,1935.77,4728
2020-09-03 11:00:00,1935.69,1937.56,1932.8,1935.75,3728
2020-09-03 12:00:00,1935.78,1937.14,1929.83,1930.86,3474
2020-09-03 13:00:00,1930.84,1933.29,1929.55,1930.63,3198
2020-09-03 14:00:00,1930.52,1934.99,1927.22,1934.62,4005
2020-09-03 15:00:00,1934.61,1936.84,1929.29,1934.12,5401
2020-09-03 16:00:00,1934.16,1945.72,1932.36,1943.15,5878
2020-09-03 17:00:00,1943.31,1945.54,1934.06,1941.59,6437
2020-09-03 18:00:00,1941.44,1942.27,1921.69,1926.43,6411
2020-09-03 19:00:00,1926.05,1932.67,1924.45,1927.65,5842
2020-09-03 20:00:00,1927.69,1932.51,1926.5,1930.41,4860
2020-09-03 21:00:00,1930.25,1938.31,1929.64,1933.24,4311
2020-09-03 22:00:00,1933.37,1936.08,1928.84,1929.08,4607
2020-09-03 23:00:00,1929.23,1932.19,1929.08,1930.54,1133
2020-09-04 01:00:00,1930.02,1932.67,1929.46,1931.1,1512
2020-09-04 02:00:00,1931.11,1932.42,1925.51,1927.85,1444
2020-09-04 03:00:00,1927.84,1936.87,1927.82,1934.68,3569
2020-09-04 04:00:00,1934.65,1940.87,1934.01,1939.55,3992
2020-09-04 05:00:00,1939.45,1942.1,1934.3,1934.45,3065
2020-09-04 06:00:00,1934.4,1939.01,1934.4,1936.41,2779
2020-09-04 07:00:00,1936.41,1939.71,1934.7,1936.39,2255
2020-09-04 08:00:00,1936.4,1936.64,1931.83,1934.33,2989
2020-09-04 09:00:00,1934.31,1936.41,1930.6,1934.48,4220
2020-09-04 10:00:00,1934.48,1938.19,1933.02,1935.63,4167
2020-09-04 11:00:00,1935.64,1939.79,1933.37,1939.77,3834
2020-09-04 12:00:00,1939.73,1941.46,1935.67,1938.87,3309
2020-09-04 13:00:00,1938.79,1939.75,1937.17,1938.34,2388
2020-09-04 14:00:00,1938.34,1940.56,1937.11,1939.61,2563
2020-09-04 15:00:00,1939.6,1946.93,1925.11,1927.13,5065
2020-09-04 16:00:00,1927.15,1931.69,1916.09,1926.22,6235
2020-09-04 17:00:00,1926.16,1929.68,1918.61,1924.37,6120
2020-09-04 18:00:00,1924.32,1925.42,1917.22,1920.69,6088
2020-09-04 19:00:00,1920.66,1929.19,1918.66,1926.86,4947
2020-09-04 20:00:00,1926.87,1930.97,1923.48,1930.03,4258
2020-09-04 21:00:00,1930.11,1938.45,1928.54,1935.78,4277
2020-09-04 22:00:00,1935.84,1937.11,1933.18,1934.88,3608
2020-09-04 23:00:00,1934.92,1934.92,1931.33,1932.88,1037
2020-09-07 01:00:00,1929.84,1937.6,1928.17,1936.78,1774
2020-09-07 02:00:00,1936.54,1937.2,1933.7,1934.18,1348
2020-09-07 03:00:00,1934.17,1936.14,1932.64,1932.77,1722
2020-09-07 04:00:00,1932.75,1940.74,1931.77,1939.38,3798
2020-09-07 05:00:00,1939.38,1941.19,1936.64,1937.74,2900
2020-09-07 06:00:00,1937.75,1938.78,1934.74,1935.39,1932
2020-09-07 07:00:00,1935.39,1936.52,1933.89,1934.85,1752
2020-09-07 08:00:00,1934.85,1935.69,1927.4,1929.52,2188
2020-09-07 09:00:00,1929.55,1931.86,1928.23,1930.3,3320
2020-09-07 10:00:00,1930.29,1933.83,1928.11,1931.27,3116
2020-09-07 11:00:00,1931.27,1934.04,1930.21,1931.11,2175
2020-09-07 12:00:00,1931.14,1931.14,1926.51,1928.64,1972
2020-09-07 13:00:00,1928.46,1929.75,1923.86,1926.87,2244
2020-09-07 14:00:00,1926.72,1930.88,1926.51,1928.1,2089
2020-09-07 15:00:00,1928.11,1930.86,1927.1,1929.17,2318
2020-09-07 16:00:00,1929.13,1932.48,1927.64,1929.07,3131
2020-09-07 17:00:00,1929.07,1930.83,1924.41,1928.95,3417
2020-09-07 18:00:00,1929.2,1931.1,1927.24,1930.61,2547
2020-09-07 19:00:00,1930.61,1930.61,1927.16,1927.3,1047
2020-09-08 01:00:00,1928.94,1931.4,1926.33,1930.47,1172
2020-09-08 02:00:00,1930.53,1931.28,1929.12,1930.54,884
2020-09-08 03:00:00,1930.5,1931.83,1925.27,1928.24,2007
2020-09-08 04:00:00,1928.26,1929.53,1924.57,1925.7,2609
2020-09-08 05:00:00,1925.7,1926.94,1924.58,1926.15,1401
2020-09-08 06:00:00,1926.11,1926.35,1922.12,1923.8,1727
2020-09-08 07:00:00,1923.8,1926.25,1923.31,1925.86,1330
2020-09-08 08:00:00,1925.91,1931.37,1924.97,1931.37,2225
2020-09-08 09:00:00,1931.33,1935.35,1930.18,1931.4,3858
2020-09-08 10:00:00,1931.45,1933.12,1929.34,1931.21,2958
2020-09-08 11:00:00,1931.21,1932.27,1923.17,1923.44,3289
2020-09-08 12:00:00,1923.42,1925.29,1916.73,1919.7,3650
2020-09-08 13:00:00,1919.61,1920.7,1910.88,1915.95,4543
2020-09-08 14:00:00,1916.0,1919.14,1907.58,1915.49,4284
2020-09-08 15:00:00,1915.6,1920.42,1911.36,1913.99,5175
2020-09-08 16:00:00,1914.12,1916.34,1906.32,1912.81,6264
2020-09-08 17:00:00,1912.77,1926.28,1909.84,1921.13,5971
2020-09-08 18:00:00,1921.04,1929.14,1919.38,1927.44,5121
2020-09-08 19:00:00,1927.37,1938.97,1926.54,1938.68,4549
2020-09-08 20:00:00,1938.66,1940.68,1935.14,1939.76,3954
2020-09-08 21:00:00,1939.78,1940.2,1930.1,1931.79,3951
2020-09-08 22:00:00,1931.49,1933.94,1927.98,1930.62,3865
2020-09-08 23:00:00,1931.02,1932.87,1927.65,1931.55,1760
2020-09-09 01:00:00,1931.22,1932.7,1928.67,1930.6,1084
